transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale,Year,Month
1763,6/30/2022,11:37:00,93,Male,34,Clothing,2,25,13.5,50,2022,Jun
1932,11/8/2022,7:07:00,96,Female,45,Beauty,4,25,6.25,100,2022,Nov
399,12/7/2022,9:25:00,136,Female,64,Beauty,2,30,12.9,60,2022,Dec
500,10/14/2022,6:11:00,120,Female,60,Beauty,4,25,11.5,100,2022,Oct
514,11/4/2022,8:35:00,139,Female,18,Electronics,1,300,96,300,2022,Nov
1399,1/28/2022,9:32:00,15,Female,64,Beauty,2,30,16.2,60,2022,Jan
1500,4/20/2022,8:36:00,53,Female,60,Beauty,4,25,8.5,100,2022,Apr
1514,7/12/2022,10:55:00,59,Female,18,Electronics,1,300,75,300,2022,Jul
947,7/31/2022,7:09:00,4,Male,50,Beauty,1,300,129,300,2022,Jul
1947,3/5/2022,6:27:00,134,Male,50,Beauty,1,300,75,300,2022,Mar
220,5/7/2022,6:44:00,138,Male,64,Beauty,1,500,140,500,2022,May
339,8/18/2022,10:27:00,33,Female,22,Electronics,2,25,10.25,50,2022,Aug
785,10/19/2022,6:09:00,88,Female,31,Beauty,4,50,13,200,2022,Oct
885,9/17/2022,10:10:00,121,Female,52,Clothing,4,30,14.4,120,2022,Sep
888,12/1/2022,6:03:00,63,Female,52,Electronics,4,25,12.75,100,2022,Dec
1220,6/29/2022,11:16:00,47,Male,64,Beauty,1,500,240,500,2022,Jun
1339,11/10/2022,10:34:00,132,Female,22,Electronics,2,25,7.5,50,2022,Nov
1785,2/20/2022,11:17:00,144,Female,31,Beauty,4,50,17,200,2022,Feb
1885,11/9/2022,7:32:00,148,Female,52,Clothing,4,30,10.8,120,2022,Nov
1888,6/14/2022,8:10:00,49,Female,52,Electronics,4,25,12.5,100,2022,Jun
621,4/13/2022,9:55:00,138,Female,40,Beauty,2,500,275,1000,2022,Apr
1621,9/22/2022,10:49:00,2,Female,40,Beauty,2,500,160,1000,2022,Sep
52,9/19/2022,9:42:00,55,Female,36,Beauty,1,300,111,300,2022,Sep
536,8/20/2022,6:25:00,17,Female,55,Beauty,4,30,8.7,120,2022,Aug
1052,2/12/2022,6:12:00,94,Female,36,Beauty,1,300,120,300,2022,Feb
1536,5/11/2022,7:23:00,14,Female,55,Beauty,4,30,13.5,120,2022,May
197,4/3/2022,11:57:00,14,Female,42,Clothing,4,50,25.5,200,2022,Apr
750,11/13/2022,7:33:00,69,Female,35,Clothing,3,25,8.75,75,2022,Nov
910,8/21/2022,6:29:00,138,Female,20,Beauty,3,50,22.5,150,2022,Aug
917,2/15/2022,11:50:00,120,Female,57,Electronics,4,50,16.5,200,2022,Feb
1197,8/13/2022,10:07:00,77,Female,42,Clothing,4,50,19,200,2022,Aug
1750,1/20/2022,10:10:00,138,Female,35,Clothing,3,25,7.25,75,2022,Jan
1910,10/9/2022,6:22:00,141,Female,20,Beauty,3,50,18,150,2022,Oct
1917,5/2/2022,7:17:00,52,Female,57,Electronics,4,50,24,200,2022,May
198,5/21/2022,11:42:00,30,Female,54,Beauty,3,300,114,900,2022,May
444,10/6/2022,7:06:00,51,Female,61,Clothing,3,30,15.9,90,2022,Oct
547,11/14/2022,7:36:00,3,Male,63,Clothing,4,500,250,2000,2022,Nov
705,9/30/2022,7:28:00,37,Male,60,Electronics,2,25,6.25,50,2022,Sep
1198,8/7/2022,10:43:00,147,Female,54,Beauty,3,300,159,900,2022,Aug
1444,4/29/2022,6:18:00,135,Female,61,Clothing,3,30,14.1,90,2022,Apr
1547,8/11/2022,6:39:00,142,Male,63,Clothing,4,500,235,2000,2022,Aug
1705,8/14/2022,8:32:00,94,Male,60,Electronics,2,25,8.75,50,2022,Aug
423,7/18/2022,6:06:00,41,Female,27,Clothing,1,25,11.75,25,2022,Jul
1423,6/15/2022,7:56:00,131,Female,27,Clothing,1,25,11,25,2022,Jun
248,7/2/2022,7:11:00,5,Male,26,Clothing,3,300,126,900,2022,Jul
360,9/9/2022,9:04:00,26,Male,42,Clothing,4,25,10.5,100,2022,Sep
377,9/13/2022,8:30:00,141,Female,46,Clothing,4,50,18,200,2022,Sep
1248,9/8/2022,8:20:00,68,Male,26,Clothing,3,300,111,900,2022,Sep
1360,6/18/2022,9:31:00,93,Male,42,Clothing,4,25,6.25,100,2022,Jun
1377,3/21/2022,7:52:00,71,Female,46,Clothing,4,50,14,200,2022,Mar
397,10/26/2023,8:06:00,59,Female,30,Beauty,1,25,10.5,25,2023,
623,11/15/2023,10:00:00,39,Male,34,Clothing,3,50,26,150,2023,
1397,1/1/2023,11:05:00,6,Female,30,Beauty,1,25,11.75,25,2023,
1623,3/5/2023,6:14:00,76,Male,34,Clothing,3,50,22,150,2023,
717,11/30/2023,8:15:00,8,Male,57,Clothing,1,500,190,500,2023,
1717,1/12/2023,9:40:00,21,Male,57,Clothing,1,500,175,500,2023,
130,6/19/2023,6:21:00,114,Female,57,Clothing,1,500,125,500,2023,
658,10/30/2023,7:47:00,93,Male,59,Clothing,1,25,6.5,25,2023,
1130,2/20/2023,9:03:00,28,Female,57,Clothing,1,500,180,500,2023,
1658,4/10/2023,6:08:00,148,Male,59,Clothing,1,25,12.25,25,2023,
7,7/6/2023,6:24:00,38,Male,46,Clothing,2,25,13.25,50,2023,
119,9/1/2023,9:11:00,127,Female,60,Clothing,3,50,27.5,150,2023,
278,12/22/2023,11:42:00,71,Female,37,Clothing,4,25,13.5,100,2023,
1007,6/9/2023,10:09:00,15,Male,46,Clothing,2,25,11.5,50,2023,
1119,11/19/2023,9:36:00,1,Female,60,Clothing,3,50,25.5,150,2023,
1278,7/19/2023,6:19:00,28,Female,37,Clothing,4,25,6.75,100,2023,
117,8/4/2023,11:38:00,8,Male,19,Electronics,2,500,230,1000,2023,
1117,9/11/2023,7:48:00,144,Male,19,Electronics,2,500,210,1000,2023,
442,6/30/2023,11:07:00,24,Female,60,Clothing,4,25,13.25,100,2023,
590,5/4/2023,11:52:00,151,Male,36,Clothing,3,300,135,900,2023,
607,5/5/2023,9:33:00,109,Male,54,Clothing,3,25,13.25,75,2023,
1442,2/16/2023,11:02:00,96,Female,60,Clothing,4,25,11.25,100,2023,
1590,8/10/2023,9:39:00,142,Male,36,Clothing,3,300,147,900,2023,
1607,1/16/2023,10:18:00,53,Male,54,Clothing,3,25,7.75,75,2023,
436,10/22/2023,11:54:00,21,Female,57,Clothing,4,30,13.5,120,2023,
942,12/1/2023,9:22:00,35,Male,51,Clothing,3,500,160,1500,2023,
1436,1/20/2023,11:29:00,1,Female,57,Clothing,4,30,9.9,120,2023,
1942,9/16/2023,11:53:00,112,Male,51,Clothing,3,500,265,1500,2023,
659,6/9/2023,6:08:00,75,Female,39,Electronics,1,30,8.1,30,2023,
941,4/28/2023,9:58:00,39,Female,57,Clothing,2,25,6.5,50,2023,
1659,7/27/2023,9:29:00,22,Female,39,Electronics,1,30,9,30,2023,
1941,1/6/2023,6:14:00,48,Female,57,Clothing,2,25,12,50,2023,
136,12/26/2023,8:59:00,25,Male,44,Electronics,2,300,141,600,2023,
175,1/25/2023,10:02:00,23,Female,31,Electronics,4,25,12.5,100,2023,
663,8/16/2023,6:32:00,133,Male,23,Clothing,4,300,87,1200,2023,
748,3/1/2023,9:35:00,132,Male,25,Clothing,3,50,24,150,2023,
806,1/22/2023,8:08:00,14,Female,35,Beauty,3,300,165,900,2023,
1136,7/2/2023,8:41:00,93,Male,44,Electronics,2,300,81,600,2023,
1175,6/2/2023,6:38:00,103,Female,31,Electronics,4,25,11.5,100,2023,
1663,12/7/2023,7:04:00,33,Male,23,Clothing,4,300,81,1200,2023,
1748,3/2/2023,10:24:00,119,Male,25,Clothing,3,50,15.5,150,2023,
1806,6/14/2023,10:13:00,61,Female,35,Beauty,3,300,102,900,2023,
38,2/25/2023,11:39:00,147,Male,38,Beauty,4,50,26,200,2023,
313,12/16/2023,10:03:00,11,Female,55,Beauty,3,500,140,1500,2023,
402,7/12/2023,8:45:00,63,Female,41,Clothing,2,300,135,600,2023,
459,5/23/2023,7:12:00,122,Male,28,Clothing,4,300,75,1200,2023,
1038,12/30/2023,9:09:00,11,Male,38,Beauty,4,50,20.5,200,2023,
1313,6/4/2023,9:22:00,10,Female,55,Beauty,3,500,170,1500,2023,
1402,6/24/2023,6:47:00,110,Female,41,Clothing,2,300,156,600,2023,
1459,11/10/2023,6:46:00,13,Male,28,Clothing,4,300,144,1200,2023,
161,7/1/2023,6:58:00,104,Male,64,Beauty,2,500,195,1000,2023,
328,10/29/2023,6:56:00,9,Male,39,Beauty,2,50,27,100,2023,
383,3/24/2023,8:53:00,64,Female,46,Beauty,3,30,7.8,90,2023,
973,9/3/2023,8:44:00,51,Male,60,Clothing,1,50,13,50,2023,
978,7/27/2023,9:58:00,16,Female,53,Clothing,3,50,19,150,2023,
1161,6/29/2023,11:06:00,30,Male,64,Beauty,2,500,160,1000,2023,
1328,12/10/2023,7:49:00,60,Male,39,Beauty,2,50,24.5,100,2023,
1383,9/6/2023,9:13:00,68,Female,46,Beauty,3,30,14.1,90,2023,
1973,8/19/2023,10:10:00,22,Male,60,Clothing,1,50,21.5,50,2023,
1978,8/31/2023,11:59:00,41,Female,53,Clothing,3,50,15.5,150,2023,
33,12/24/2023,7:40:00,33,Female,50,Electronics,2,50,21,100,2023,
138,4/27/2023,10:56:00,127,Male,49,Clothing,4,50,26.5,200,2023,
471,3/8/2023,10:21:00,136,Male,32,Clothing,3,50,13,150,2023,
636,5/9/2023,6:15:00,60,Female,21,Beauty,3,500,230,1500,2023,
1033,4/12/2023,6:52:00,32,Female,50,Electronics,2,50,19,100,2023,
1138,10/16/2023,11:59:00,27,Male,49,Clothing,4,50,14.5,200,2023,
1471,6/25/2023,10:34:00,30,Male,32,Clothing,3,50,13,150,2023,
1636,7/22/2023,11:26:00,50,Female,21,Beauty,3,500,150,1500,2023,
177,3/24/2023,8:40:00,30,Male,45,Beauty,2,50,26.5,100,2023,
426,12/13/2023,8:11:00,137,Male,23,Electronics,3,50,12.5,150,2023,
1177,2/20/2023,9:19:00,89,Male,45,Beauty,2,50,15,100,2023,
1426,12/12/2023,11:32:00,114,Male,23,Electronics,3,50,25,150,2023,
76,9/9/2023,7:33:00,70,Female,22,Electronics,2,50,14.5,100,2023,
91,4/14/2023,6:31:00,152,Female,55,Electronics,1,500,235,500,2023,
461,7/18/2023,10:33:00,21,Female,18,Beauty,2,500,265,1000,2023,
764,11/7/2023,8:46:00,47,Female,40,Clothing,1,25,11.25,25,2023,
1076,7/14/2023,11:09:00,99,Female,22,Electronics,2,50,15,100,2023,
1091,7/15/2023,8:46:00,139,Female,55,Electronics,1,500,235,500,2023,
1461,5/1/2023,8:43:00,63,Female,18,Beauty,2,500,180,1000,2023,
1764,11/2/2023,11:04:00,13,Female,40,Clothing,1,25,11.75,25,2023,
202,1/25/2023,6:24:00,61,Female,34,Clothing,4,300,120,1200,2023,
301,7/30/2023,10:58:00,104,Male,30,Clothing,4,30,9.6,120,2023,
703,7/31/2023,9:56:00,140,Male,34,Electronics,2,50,18.5,100,2023,
1202,11/13/2023,6:56:00,89,Female,34,Clothing,4,300,144,1200,2023,
1301,9/24/2023,9:58:00,70,Male,30,Clothing,4,30,10.5,120,2023,
1703,6/10/2023,8:36:00,2,Male,34,Electronics,2,50,17,100,2023,
294,10/9/2023,9:24:00,89,Female,23,Clothing,3,30,15.3,90,2023,
760,6/26/2023,7:59:00,14,Male,27,Beauty,1,500,125,500,2023,
1294,1/24/2023,11:24:00,8,Female,23,Clothing,3,30,10.5,90,2023,
1760,8/23/2023,7:26:00,44,Male,27,Beauty,1,500,230,500,2023,
575,12/12/2023,10:29:00,14,Male,60,Clothing,2,50,23,100,2023,
1575,7/28/2023,11:54:00,26,Male,60,Clothing,2,50,22.5,100,2023,
88,2/16/2023,8:31:00,122,Male,56,Clothing,1,500,185,500,2023,
1088,9/14/2023,7:00:00,6,Male,56,Clothing,1,500,155,500,2023,
975,1/9/2023,7:41:00,145,Female,56,Clothing,4,50,19.5,200,2023,
1975,8/21/2023,10:48:00,63,Female,56,Clothing,4,50,25.5,200,2023,
553,3/20/2023,6:17:00,106,Male,24,Clothing,4,300,81,1200,2023,
1553,1/29/2023,8:46:00,42,Male,24,Clothing,4,300,99,1200,2023,
462,8/26/2023,10:04:00,71,Male,63,Electronics,4,300,132,1200,2023,
614,2/13/2023,6:28:00,61,Female,39,Beauty,4,300,120,1200,2023,
808,11/22/2023,7:18:00,30,Male,33,Beauty,4,500,195,2000,2023,
1462,11/13/2023,10:42:00,124,Male,63,Electronics,4,300,114,1200,2023,
1614,8/23/2023,11:37:00,135,Female,39,Beauty,4,300,105,1200,2023,
1808,2/12/2023,10:48:00,109,Male,33,Beauty,4,500,210,2000,2023,
166,1/28/2023,11:42:00,32,Male,34,Clothing,4,500,225,2000,2023,
465,2/22/2023,11:52:00,40,Female,43,Electronics,3,50,15.5,150,2023,
502,7/22/2023,11:00:00,31,Male,43,Electronics,3,50,22.5,150,2023,
905,10/1/2023,6:27:00,96,Male,58,Beauty,1,300,111,300,2023,
1166,7/19/2023,7:45:00,65,Male,34,Clothing,4,500,245,2000,2023,
1465,4/17/2023,9:36:00,131,Female,43,Electronics,3,50,26,150,2023,
1502,4/8/2023,8:30:00,152,Male,43,Electronics,3,50,18,150,2023,
1905,8/29/2023,6:07:00,26,Male,58,Beauty,1,300,102,300,2023,
280,11/17/2023,9:35:00,76,Female,37,Clothing,3,500,240,1500,2023,
719,7/2/2023,7:19:00,37,Female,42,Clothing,2,30,12,60,2023,
834,11/26/2023,6:55:00,13,Female,56,Beauty,2,30,14.7,60,2023,
1280,8/24/2023,9:15:00,116,Female,37,Clothing,3,500,255,1500,2023,
1719,12/28/2023,7:29:00,4,Female,42,Clothing,2,30,10.8,60,2023,
1834,4/14/2023,6:53:00,102,Female,56,Beauty,2,30,12.9,60,2023,
891,1/9/2023,6:43:00,24,Male,41,Electronics,3,300,99,900,2023,
928,11/5/2023,10:20:00,54,Female,35,Clothing,4,300,90,1200,2023,
1891,12/22/2023,6:11:00,81,Male,41,Electronics,3,300,105,900,2023,
1928,7/29/2023,6:39:00,93,Female,35,Clothing,4,300,75,1200,2023,
332,4/24/2023,11:28:00,138,Male,58,Electronics,4,300,105,1200,2023,
1332,12/4/2023,10:02:00,146,Male,58,Electronics,4,300,123,1200,2023,
255,10/15/2023,11:44:00,19,Male,48,Clothing,1,30,14.7,30,2023,
275,3/5/2023,11:34:00,2,Male,43,Clothing,2,500,260,1000,2023,
314,10/15/2023,7:37:00,1,Male,52,Clothing,4,30,7.8,120,2023,
517,8/20/2023,8:54:00,3,Female,47,Clothing,4,25,9.25,100,2023,
847,1/10/2023,8:42:00,2,Female,18,Electronics,4,300,162,1200,2023,
1255,1/20/2023,7:08:00,4,Male,48,Clothing,1,30,7.8,30,2023,
1275,3/2/2023,8:48:00,5,Male,43,Clothing,2,500,250,1000,2023,
1314,5/23/2023,10:26:00,2,Male,52,Clothing,4,30,16.2,120,2023,
1517,2/21/2023,8:46:00,2,Female,47,Clothing,4,25,6.75,100,2023,
1847,7/28/2023,7:14:00,5,Female,18,Electronics,4,300,123,1200,2023,
61,7/7/2023,11:47:00,4,Male,21,Beauty,4,50,20,200,2023,
274,4/14/2023,7:12:00,4,Female,23,Clothing,2,500,150,1000,2023,
486,12/2/2023,9:47:00,4,Female,35,Electronics,1,25,6.5,25,2023,
548,4/14/2023,7:00:00,4,Female,51,Clothing,2,30,15.6,60,2023,
886,12/11/2023,11:25:00,4,Male,37,Electronics,3,300,165,900,2023,
892,9/13/2023,11:39:00,1,Male,20,Electronics,1,50,24,50,2023,
1061,9/18/2023,7:56:00,3,Male,21,Beauty,4,50,12.5,200,2023,
1274,10/6/2023,9:01:00,2,Female,23,Clothing,2,500,185,1000,2023,
1486,11/22/2023,8:58:00,4,Female,35,Electronics,1,25,8.75,25,2023,
1548,1/13/2023,8:15:00,1,Female,51,Clothing,2,30,12.6,60,2023,
1886,7/26/2023,11:51:00,1,Male,37,Electronics,3,300,147,900,2023,
1892,10/1/2023,7:22:00,3,Male,20,Electronics,1,50,23.5,50,2023,
601,6/5/2023,9:23:00,5,Male,19,Clothing,1,30,13.2,30,2023,
901,8/2/2023,6:38:00,2,Male,31,Electronics,1,30,12,30,2023,
1601,9/14/2023,11:48:00,1,Male,19,Clothing,1,30,13.5,30,2023,
1901,11/29/2023,11:05:00,4,Male,31,Electronics,1,30,8.4,30,2023,
527,4/21/2023,11:35:00,1,Male,57,Clothing,2,25,11.5,50,2023,
1527,9/29/2023,8:30:00,1,Male,57,Clothing,2,25,11.75,50,2023,
23,9/28/2023,7:05:00,4,Female,35,Clothing,4,30,14.7,120,2023,
174,11/15/2023,6:07:00,2,Female,39,Beauty,1,300,126,300,2023,
589,7/8/2023,7:11:00,5,Female,36,Beauty,2,500,145,1000,2023,
774,11/6/2023,9:04:00,2,Female,40,Clothing,2,25,6.5,50,2023,
1000,4/1/2023,10:22:00,1,Male,47,Electronics,4,30,8.4,120,2023,
1023,5/23/2023,8:40:00,5,Female,35,Clothing,4,30,8.1,120,2023,
1174,5/17/2023,6:55:00,2,Female,39,Beauty,1,300,132,300,2023,
1589,7/1/2023,6:30:00,5,Female,36,Beauty,2,500,145,1000,2023,
1774,3/9/2023,6:48:00,2,Female,40,Clothing,2,25,8,50,2023,
2000,3/31/2023,6:38:00,4,Male,47,Electronics,4,30,10.8,120,2023,
210,10/7/2023,8:50:00,2,Male,37,Electronics,4,50,19,200,2023,
478,7/24/2023,11:13:00,3,Female,58,Clothing,2,30,8.1,60,2023,
745,8/14/2023,7:30:00,3,Male,54,Beauty,2,50,17,100,2023,
1210,3/10/2023,10:02:00,5,Male,37,Electronics,4,50,12.5,200,2023,
1478,8/31/2023,9:18:00,1,Female,58,Clothing,2,30,13.5,60,2023,
1745,9/28/2023,10:38:00,4,Male,54,Beauty,2,50,21,100,2023,
354,12/16/2023,7:58:00,5,Female,49,Beauty,4,50,24.5,200,2023,
408,12/22/2023,8:18:00,4,Female,64,Beauty,1,500,140,500,2023,
1354,9/17/2023,9:34:00,5,Female,49,Beauty,4,50,26.5,200,2023,
1408,8/28/2023,8:17:00,2,Female,64,Beauty,1,500,250,500,2023,
674,3/30/2023,11:10:00,2,Female,38,Clothing,1,300,84,300,2023,
1674,11/22/2023,9:21:00,1,Female,38,Clothing,1,300,123,300,2023,
967,8/4/2023,10:13:00,4,Male,62,Beauty,1,25,13.25,25,2023,
1967,2/23/2023,8:28:00,4,Male,62,Beauty,1,25,12.25,25,2023,
79,4/13/2023,10:15:00,1,Male,34,Beauty,1,300,96,300,2023,
406,4/1/2023,11:50:00,3,Female,22,Beauty,4,25,11,100,2023,
450,12/1/2023,6:35:00,2,Female,59,Beauty,2,25,11,50,2023,
562,11/9/2023,9:26:00,3,Male,54,Electronics,2,25,7.25,50,2023,
1079,8/21/2023,6:45:00,1,Male,34,Beauty,1,300,117,300,2023,
1406,6/22/2023,8:45:00,2,Female,22,Beauty,4,25,10,100,2023,
1450,7/16/2023,8:52:00,1,Female,59,Beauty,2,25,10.25,50,2023,
1562,11/26/2023,10:21:00,5,Male,54,Electronics,2,25,12.75,50,2023,
108,1/24/2023,9:38:00,5,Female,27,Beauty,3,25,13.5,75,2023,
111,4/15/2023,9:45:00,5,Female,34,Electronics,3,500,130,1500,2023,
207,8/6/2023,8:34:00,3,Female,42,Beauty,2,25,10.25,50,2023,
724,6/14/2023,6:56:00,3,Male,61,Clothing,3,50,20,150,2023,
836,6/21/2023,6:32:00,2,Female,22,Clothing,1,50,27.5,50,2023,
969,11/27/2023,11:47:00,2,Female,40,Clothing,3,300,84,900,2023,
1108,7/8/2023,10:27:00,1,Female,27,Beauty,3,25,10,75,2023,
1111,4/30/2023,21:34:00,2,Female,34,Electronics,3,500,185,1500,2023,
1207,6/30/2023,21:48:00,3,Female,42,Beauty,2,25,10,50,2023,
1724,9/15/2023,20:53:00,4,Male,61,Clothing,3,50,17,150,2023,
1836,2/13/2023,17:19:00,3,Female,22,Clothing,1,50,23.5,50,2023,
1969,3/5/2023,19:34:00,4,Female,40,Clothing,3,300,126,900,2023,
246,12/7/2023,20:05:00,4,Female,48,Electronics,2,25,13.25,50,2023,
298,10/5/2023,19:05:00,3,Male,27,Beauty,4,300,84,1200,2023,
374,10/27/2023,17:45:00,4,Female,59,Beauty,3,25,7.75,75,2023,
572,12/13/2023,18:33:00,5,Male,31,Clothing,4,500,185,2000,2023,
665,10/3/2023,22:49:00,1,Male,57,Clothing,1,50,19,50,2023,
1246,4/26/2023,22:54:00,3,Female,48,Electronics,2,25,11.5,50,2023,
1298,5/2/2023,19:51:00,1,Male,27,Beauty,4,300,120,1200,2023,
1374,3/23/2023,22:03:00,3,Female,59,Beauty,3,25,8.25,75,2023,
1572,6/18/2023,22:20:00,1,Male,31,Clothing,4,500,175,2000,2023,
1665,11/1/2023,19:38:00,4,Male,57,Clothing,1,50,14,50,2023,
39,7/11/2023,22:44:00,5,Male,23,Clothing,4,30,8.7,120,2023,
893,4/29/2023,18:52:00,1,Male,49,Electronics,1,50,17,50,2023,
1039,12/3/2023,20:01:00,1,Male,23,Clothing,4,30,13.8,120,2023,
1893,2/25/2023,17:04:00,3,Male,49,Electronics,1,50,22.5,50,2023,
17,2/25/2023,21:08:00,3,Female,27,Clothing,4,25,13,100,2023,
316,2/1/2023,17:25:00,3,Female,48,Clothing,2,25,13.75,50,2023,
755,11/27/2023,20:07:00,1,Female,58,Clothing,3,25,6.75,75,2023,
1017,9/5/2023,18:41:00,2,Female,27,Clothing,4,25,12,100,2023,
1316,7/21/2023,17:11:00,1,Female,48,Clothing,2,25,11.75,50,2023,
1755,5/23/2023,21:47:00,2,Female,58,Clothing,3,25,8,75,2023,
28,12/11/2023,22:34:00,3,Female,43,Beauty,1,500,150,500,2023,
98,4/9/2023,19:41:00,1,Female,55,Beauty,2,50,19.5,100,2023,
129,4/17/2023,17:42:00,1,Female,21,Beauty,2,300,75,600,2023,
230,3/26/2023,17:44:00,5,Male,54,Beauty,1,25,12.5,25,2023,
613,5/8/2023,17:23:00,2,Female,52,Clothing,3,30,11.4,90,2023,
691,5/12/2023,21:09:00,5,Female,51,Clothing,3,30,14.7,90,2023,
693,6/8/2023,17:12:00,1,Male,41,Beauty,3,500,270,1500,2023,
1028,3/9/2023,18:09:00,1,Female,43,Beauty,1,500,250,500,2023,
1098,7/6/2023,22:34:00,3,Female,55,Beauty,2,50,19.5,100,2023,
1129,9/8/2023,21:46:00,1,Female,21,Beauty,2,300,156,600,2023,
1230,12/4/2023,21:24:00,1,Male,54,Beauty,1,25,13.25,25,2023,
1613,12/14/2023,21:58:00,4,Female,52,Clothing,3,30,9.9,90,2023,
1691,1/7/2023,20:01:00,1,Female,51,Clothing,3,30,13.5,90,2023,
1693,2/20/2023,18:21:00,1,Male,41,Beauty,3,500,130,1500,2023,
477,12/3/2023,17:24:00,3,Male,43,Clothing,4,30,16.2,120,2023,
863,11/12/2023,22:40:00,4,Female,30,Electronics,2,25,11.25,50,2023,
1477,1/8/2023,21:59:00,3,Male,43,Clothing,4,30,15.6,120,2023,
1863,5/26/2023,22:33:00,4,Female,30,Electronics,2,25,10,50,2023,
6,11/15/2023,22:16:00,2,Female,45,Beauty,1,30,15,30,2023,
483,2/6/2023,17:25:00,2,Male,55,Clothing,1,30,8.4,30,2023,
738,2/5/2023,18:24:00,5,Male,41,Clothing,2,50,26,100,2023,
1006,10/29/2023,19:23:00,2,Female,45,Beauty,1,30,14.1,30,2023,
1483,3/5/2023,19:53:00,1,Male,55,Clothing,1,30,8.7,30,2023,
1738,11/12/2023,21:33:00,1,Male,41,Clothing,2,50,16,100,2023,
222,1/7/2023,18:56:00,4,Male,51,Clothing,4,30,10.5,120,2023,
588,10/18/2023,17:54:00,5,Male,38,Electronics,2,30,13.8,60,2023,
953,7/2/2023,17:58:00,1,Male,45,Beauty,3,30,12.6,90,2023,
1222,9/17/2023,18:15:00,3,Male,51,Clothing,4,30,11.1,120,2023,
1588,6/25/2023,21:29:00,4,Male,38,Electronics,2,30,13.2,60,2023,
1953,5/15/2023,17:34:00,3,Male,45,Beauty,3,30,10.2,90,2023,
66,6/18/2023,22:49:00,3,Female,45,Electronics,1,30,9,30,2023,
482,8/12/2023,18:57:00,3,Female,28,Clothing,4,300,141,1200,2023,
903,7/27/2023,22:14:00,3,Female,51,Beauty,4,50,14,200,2023,
1066,10/6/2023,18:11:00,4,Female,45,Electronics,1,30,8.4,30,2023,
1482,2/10/2023,22:22:00,1,Female,28,Clothing,4,300,114,1200,2023,
1903,7/27/2023,21:44:00,5,Female,51,Beauty,4,50,19,200,2023,
102,4/17/2023,21:34:00,5,Female,47,Beauty,2,25,7.25,50,2023,
228,4/3/2023,20:26:00,4,Female,59,Electronics,2,30,10.8,60,2023,
236,4/1/2023,22:18:00,5,Female,54,Clothing,1,25,6.5,25,2023,
1102,8/21/2023,18:04:00,5,Female,47,Beauty,2,25,6.5,50,2023,
1228,6/24/2023,21:37:00,5,Female,59,Electronics,2,30,11.4,60,2023,
1236,8/9/2023,18:19:00,4,Female,54,Clothing,1,25,8.75,25,2023,
660,7/29/2023,18:46:00,2,Female,38,Beauty,2,500,270,1000,2023,
884,2/18/2023,20:31:00,1,Female,26,Clothing,2,30,7.5,60,2023,
987,11/8/2023,18:45:00,1,Female,30,Clothing,3,300,165,900,2023,
1660,9/23/2023,20:27:00,2,Female,38,Beauty,2,500,160,1000,2023,
1884,7/9/2023,21:45:00,2,Female,26,Clothing,2,30,11.4,60,2023,
1987,5/26/2023,18:18:00,2,Female,30,Clothing,3,300,129,900,2023,
18,9/6/2023,19:13:00,5,Female,47,Electronics,2,25,12.5,50,2023,
69,11/14/2023,22:44:00,1,Female,56,Beauty,3,25,8.5,75,2023,
995,3/4/2023,22:38:00,4,Female,41,Clothing,1,30,9.9,30,2023,
1018,7/6/2023,19:13:00,4,Female,47,Electronics,2,25,13,50,2023,
1069,10/13/2023,19:05:00,2,Female,56,Beauty,3,25,6.75,75,2023,
1995,12/10/2023,22:18:00,5,Female,41,Clothing,1,30,14.7,30,2023,
337,8/22/2023,17:56:00,1,Male,38,Clothing,1,500,275,500,2023,
585,6/6/2023,21:49:00,3,Female,24,Clothing,1,25,13.75,25,2023,
652,10/31/2023,17:05:00,4,Female,34,Beauty,2,50,20.5,100,2023,
1337,7/21/2023,19:56:00,2,Male,38,Clothing,1,500,225,500,2023,
1585,10/5/2023,20:00:00,2,Female,24,Clothing,1,25,7.25,25,2023,
1652,11/16/2023,20:00:00,2,Female,34,Beauty,2,50,20.5,100,2023,
242,10/1/2023,18:28:00,1,Male,21,Clothing,1,25,8,25,2023,
293,5/27/2023,19:04:00,4,Male,50,Electronics,3,30,9.6,90,2023,
460,5/1/2023,23:00:00,2,Male,40,Beauty,1,50,19,50,2023,
1242,11/27/2023,18:32:00,5,Male,21,Clothing,1,25,11.25,25,2023,
1293,7/1/2023,18:52:00,3,Male,50,Electronics,3,30,14.1,90,2023,
1460,1/25/2023,19:42:00,4,Male,40,Beauty,1,50,22,50,2023,
188,8/31/2023,18:50:00,3,Male,40,Clothing,3,25,8.5,75,2023,
357,5/18/2023,18:57:00,4,Female,40,Electronics,3,25,7.5,75,2023,
646,5/26/2023,21:02:00,3,Male,38,Clothing,3,30,13.5,90,2023,
749,7/26/2023,20:33:00,2,Male,42,Beauty,1,30,8.4,30,2023,
974,12/28/2023,18:39:00,3,Male,47,Beauty,1,30,11.7,30,2023,
1188,6/4/2023,22:43:00,2,Male,40,Clothing,3,25,10.75,75,2023,
1357,3/20/2023,19:14:00,3,Female,40,Electronics,3,25,11.5,75,2023,
